invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5,sales,date,time,payment,cogs,gross_margin_percentage,gross_income,rating,total
300714605,Giza,Naypyitaw,Member,Female,Electronic accessories,86.04,5,21.51,451.71,2019-02-25,11:24:00,Ewallet,430.2,4.761904762,21.51,4.8,451.71000000000004
371855789,Cairo,Mandalay,Member,Female,Health and beauty,87.98,3,13.197,277.137,2019-03-05,10:40:00,Ewallet,263.94,4.761904762,13.197,5.1,277.137
273166619,Cairo,Mandalay,Member,Female,Home and lifestyle,33.2,2,3.32,69.72,2019-03-15,12:20:00,Credit card,66.4,4.761904762,3.32,4.4,69.72
636488204,Alex,Yangon,Member,Female,Electronic accessories,34.56,5,8.64,181.44,2019-02-17,11:15:00,Ewallet,172.8,4.761904762,8.64,9.9,181.44
549591358,Alex,Yangon,Member,Female,Sports and travel,88.63,3,13.2945,279.1845,2019-03-02,17:36:00,Ewallet,265.89,4.761904762,13.2945,6.0,279.18449999999996
227035010,Alex,Yangon,Member,Female,Home and lifestyle,52.59,8,21.036,441.756,2019-03-22,19:20:00,Credit card,420.72,4.761904762,21.036,8.5,441.75600000000003
649296775,Cairo,Mandalay,Member,Female,Fashion accessories,33.52,1,1.676,35.196,2019-02-08,15:31:00,Cash,33.52,4.761904762,1.676,6.7,35.196000000000005
189174241,Alex,Yangon,Member,Female,Fashion accessories,87.67,2,8.767,184.107,2019-03-10,12:17:00,Credit card,175.34,4.761904762,8.767,7.7,184.107
145949061,Cairo,Mandalay,Member,Female,Food and beverages,88.36,5,22.09,463.89,2019-01-25,19:48:00,Cash,441.8,4.761904762,22.09,9.6,463.89
848627243,Alex,Yangon,Member,Female,Health and beauty,24.89,9,11.2005,235.2105,2019-03-15,15:36:00,Cash,224.01,4.761904762,11.2005,7.4,235.2105
871798483,Cairo,Mandalay,Member,Female,Fashion accessories,94.13,5,23.5325,494.1825,2019-02-25,19:39:00,Credit card,470.65,4.761904762,23.5325,4.8,494.1825
149716266,Cairo,Mandalay,Member,Female,Sports and travel,78.07,9,35.1315,737.7615,2019-01-28,12:43:00,Cash,702.63,4.761904762,35.1315,4.5,737.7614999999998
640492076,Cairo,Mandalay,Member,Female,Sports and travel,83.78,8,33.512,703.752,2019-01-10,14:49:00,Cash,670.24,4.761904762,33.512,5.1,703.752
595115460,Alex,Yangon,Member,Female,Health and beauty,96.58,2,9.658,202.818,2019-03-15,10:12:00,Credit card,193.16,4.761904762,9.658,5.1,202.81799999999998
183566882,Giza,Naypyitaw,Member,Female,Food and beverages,99.42,4,19.884,417.564,2019-02-06,10:42:00,Ewallet,397.68,4.761904762,19.884,7.5,417.564
232162483,Giza,Naypyitaw,Member,Female,Sports and travel,68.12,1,3.406,71.526,2019-01-07,12:28:00,Ewallet,68.12,4.761904762,3.406,6.8,71.52600000000001
129298530,Alex,Yangon,Member,Female,Sports and travel,62.62,5,15.655,328.755,2019-03-10,19:15:00,Ewallet,313.1,4.761904762,15.655,7.0,328.75499999999994
272651806,Alex,Yangon,Member,Female,Electronic accessories,60.88,9,27.396,575.316,2019-01-15,17:17:00,Ewallet,547.92,4.761904762,27.396,4.7,575.316
333737901,Giza,Naypyitaw,Member,Female,Health and beauty,54.92,8,21.968,461.328,2019-03-23,13:24:00,Ewallet,439.36,4.761904762,21.968,7.6,461.32800000000003
777827220,Cairo,Mandalay,Member,Female,Home and lifestyle,30.12,8,12.048,253.008,2019-03-03,13:01:00,Cash,240.96,4.761904762,12.048,7.7,253.008
280355823,Cairo,Mandalay,Member,Female,Home and lifestyle,86.72,1,4.336,91.056,2019-01-17,18:45:00,Ewallet,86.72,4.761904762,4.336,7.9,91.056
554538700,Giza,Naypyitaw,Member,Female,Home and lifestyle,56.11,2,5.611,117.831,2019-02-02,10:11:00,Cash,112.22,4.761904762,5.611,6.3,117.831
354255821,Cairo,Mandalay,Member,Female,Sports and travel,69.12,6,20.736,435.456,2019-02-08,13:03:00,Cash,414.72,4.761904762,20.736,5.6,435.456
228961411,Giza,Naypyitaw,Member,Female,Food and beverages,98.7,8,39.48,829.08,2019-03-04,20:39:00,Cash,789.6,4.761904762,39.48,7.6,829.08
617154209,Giza,Naypyitaw,Member,Female,Health and beauty,15.37,2,1.537,32.277,2019-03-16,19:47:00,Cash,30.74,4.761904762,1.537,7.2,32.277
132329879,Cairo,Mandalay,Member,Female,Electronic accessories,93.96,4,18.792,394.632,2019-03-09,18:00:00,Cash,375.84,4.761904762,18.792,9.5,394.63199999999995
370417321,Cairo,Mandalay,Member,Female,Health and beauty,56.69,9,25.5105,535.7205,2019-02-27,17:24:00,Credit card,510.21,4.761904762,25.5105,8.4,535.7205
727463608,Cairo,Mandalay,Member,Female,Food and beverages,20.01,9,9.0045,189.0945,2019-02-06,15:47:00,Ewallet,180.09,4.761904762,9.0045,4.1,189.0945
669541719,Cairo,Mandalay,Member,Female,Electronic accessories,18.93,6,5.679,119.259,2019-02-10,12:45:00,Credit card,113.58,4.761904762,5.679,8.1,119.259
574225561,Giza,Naypyitaw,Member,Female,Fashion accessories,82.63,10,41.315,867.615,2019-03-19,17:08:00,Ewallet,826.3,4.761904762,41.315,7.9,867.615
326785178,Giza,Naypyitaw,Member,Female,Food and beverages,91.4,7,31.99,671.79,2019-02-03,10:19:00,Cash,639.8,4.761904762,31.99,9.5,671.7900000000001
162488011,Alex,Yangon,Member,Female,Food and beverages,44.59,5,11.1475,234.0975,2019-02-10,15:10:00,Cash,222.95,4.761904762,11.1475,8.5,234.09750000000003
616242851,Cairo,Mandalay,Member,Female,Fashion accessories,17.87,4,3.574,75.054,2019-03-22,14:42:00,Ewallet,71.48,4.761904762,3.574,6.5,75.054
778715554,Giza,Naypyitaw,Member,Female,Fashion accessories,15.43,1,0.7715,16.2015,2019-01-25,15:46:00,Credit card,15.43,4.761904762,0.7715,6.1,16.2015
242556721,Cairo,Mandalay,Member,Female,Home and lifestyle,16.16,2,1.616,33.936,2019-03-07,11:49:00,Ewallet,32.32,4.761904762,1.616,6.5,33.936
399465918,Giza,Naypyitaw,Member,Female,Electronic accessories,85.98,8,34.392,722.232,2019-02-28,19:01:00,Cash,687.84,4.761904762,34.392,8.2,722.2320000000001
106356779,Alex,Yangon,Member,Female,Home and lifestyle,44.34,2,4.434,93.114,2019-03-27,11:26:00,Cash,88.68,4.761904762,4.434,5.8,93.114
635406220,Alex,Yangon,Member,Female,Health and beauty,89.6,8,35.84,752.64,2019-02-07,11:28:00,Ewallet,716.8,4.761904762,35.84,6.6,752.64
817488732,Alex,Yangon,Member,Female,Home and lifestyle,72.35,10,36.175,759.675,2019-01-20,15:55:00,Cash,723.5,4.761904762,36.175,5.4,759.675
120064233,Giza,Naypyitaw,Member,Female,Electronic accessories,30.61,6,9.183,192.843,2019-03-12,20:36:00,Cash,183.66,4.761904762,9.183,9.3,192.843
285685083,Giza,Naypyitaw,Member,Female,Sports and travel,24.74,3,3.711,77.931,2019-02-15,17:47:00,Credit card,74.22,4.761904762,3.711,10.0,77.931
803835989,Giza,Naypyitaw,Member,Female,Home and lifestyle,55.73,6,16.719,351.099,2019-02-24,10:55:00,Ewallet,334.38,4.761904762,16.719,7.0,351.099
347342234,Cairo,Mandalay,Member,Female,Sports and travel,55.07,9,24.7815,520.4115,2019-02-03,13:40:00,Ewallet,495.63,4.761904762,24.7815,10.0,520.4115
199758169,Alex,Yangon,Member,Female,Sports and travel,15.81,10,7.905,166.005,2019-03-06,12:27:00,Credit card,158.1,4.761904762,7.905,8.6,166.005
853232453,Cairo,Mandalay,Member,Female,Health and beauty,75.74,4,15.148,318.108,2019-02-14,14:35:00,Cash,302.96,4.761904762,15.148,7.6,318.108
877223308,Alex,Yangon,Member,Female,Health and beauty,15.87,10,7.935,166.635,2019-03-13,16:40:00,Cash,158.7,4.761904762,7.935,5.8,166.635
838784295,Giza,Naypyitaw,Member,Female,Health and beauty,33.47,2,3.347,70.287,2019-02-10,15:43:00,Ewallet,66.94,4.761904762,3.347,6.7,70.28699999999999
109282512,Cairo,Mandalay,Member,Female,Fashion accessories,97.61,6,29.283,614.943,2019-01-07,15:01:00,Ewallet,585.66,4.761904762,29.283,9.9,614.943
232113025,Alex,Yangon,Member,Female,Sports and travel,78.77,10,39.385,827.085,2019-01-24,10:04:00,Cash,787.7,4.761904762,39.385,6.4,827.0849999999999
382034532,Alex,Yangon,Member,Female,Health and beauty,18.33,1,0.9165,19.2465,2019-02-02,18:50:00,Cash,18.33,4.761904762,0.9165,4.3,19.246499999999997
393652792,Giza,Naypyitaw,Member,Female,Food and beverages,89.48,10,44.74,939.54,2019-01-06,12:46:00,Credit card,894.8,4.761904762,44.74,9.6,939.5400000000001
796122025,Giza,Naypyitaw,Member,Female,Fashion accessories,62.12,10,31.06,652.26,2019-02-11,16:19:00,Cash,621.2,4.761904762,31.06,5.9,652.2599999999999
510956347,Cairo,Mandalay,Member,Female,Food and beverages,48.52,3,7.278,152.838,2019-03-05,18:17:00,Ewallet,145.56,4.761904762,7.278,4.0,152.838
841356630,Giza,Naypyitaw,Member,Female,Electronic accessories,75.91,6,22.773,478.233,2019-03-09,18:21:00,Cash,455.46,4.761904762,22.773,8.7,478.233
287219091,Alex,Yangon,Member,Female,Home and lifestyle,74.67,9,33.6015,705.6315,2019-01-22,10:55:00,Ewallet,672.03,4.761904762,33.6015,9.4,705.6315
732940499,Giza,Naypyitaw,Member,Female,Electronic accessories,41.65,10,20.825,437.325,2019-01-13,17:04:00,Credit card,416.5,4.761904762,20.825,5.4,437.325
263103913,Giza,Naypyitaw,Member,Female,Fashion accessories,49.04,9,22.068,463.428,2019-01-09,14:20:00,Credit card,441.36,4.761904762,22.068,8.6,463.428
381200914,Alex,Yangon,Member,Female,Fashion accessories,20.01,9,9.0045,189.0945,2019-01-12,15:48:00,Credit card,180.09,4.761904762,9.0045,5.7,189.0945
829491914,Giza,Naypyitaw,Member,Female,Food and beverages,78.31,10,39.155,822.255,2019-03-05,16:24:00,Ewallet,783.1,4.761904762,39.155,6.6,822.255
756017507,Giza,Naypyitaw,Member,Female,Health and beauty,20.38,5,5.095,106.995,2019-01-22,18:56:00,Cash,101.9,4.761904762,5.095,6.0,106.99499999999999
870724431,Giza,Naypyitaw,Member,Female,Health and beauty,99.19,6,29.757,624.897,2019-01-21,14:42:00,Credit card,595.14,4.761904762,29.757,5.5,624.8969999999999
847387188,Cairo,Mandalay,Member,Female,Food and beverages,96.68,3,14.502,304.542,2019-01-26,19:56:00,Ewallet,290.04,4.761904762,14.502,6.4,304.54200000000003
480632856,Giza,Naypyitaw,Member,Female,Food and beverages,19.25,8,7.7,161.7,2019-01-23,18:37:00,Ewallet,154.0,4.761904762,7.7,6.6,161.7
787560757,Giza,Naypyitaw,Member,Female,Food and beverages,80.36,4,16.072,337.512,2019-02-23,18:45:00,Credit card,321.44,4.761904762,16.072,8.3,337.512
360395055,Giza,Naypyitaw,Member,Female,Sports and travel,48.91,5,12.2275,256.7775,2019-03-09,10:17:00,Cash,244.55,4.761904762,12.2275,6.6,256.7775
730509884,Giza,Naypyitaw,Member,Female,Sports and travel,83.06,7,29.071,610.491,2019-03-05,14:31:00,Ewallet,581.42,4.761904762,29.071,4.0,610.4910000000001
362588315,Giza,Naypyitaw,Member,Female,Fashion accessories,76.52,5,19.13,401.73,2019-03-25,10:23:00,Cash,382.6,4.761904762,19.13,9.9,401.72999999999996
633448566,Alex,Yangon,Member,Female,Food and beverages,49.38,7,17.283,362.943,2019-03-27,20:35:00,Credit card,345.66,4.761904762,17.283,7.3,362.94300000000004
504358843,Alex,Yangon,Member,Female,Sports and travel,42.47,1,2.1235,44.5935,2019-01-02,16:57:00,Cash,42.47,4.761904762,2.1235,5.7,44.5935
318685053,Cairo,Mandalay,Member,Female,Health and beauty,76.99,6,23.097,485.037,2019-02-27,17:55:00,Cash,461.94,4.761904762,23.097,6.1,485.0369999999999
565805980,Giza,Naypyitaw,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,2019-01-23,10:25:00,Cash,189.52,4.761904762,9.476,7.1,198.996
225320908,Giza,Naypyitaw,Member,Female,Sports and travel,44.86,10,22.43,471.03,2019-01-26,19:54:00,Ewallet,448.6,4.761904762,22.43,8.2,471.03000000000003
873510671,Alex,Yangon,Member,Female,Sports and travel,21.98,7,7.693,161.553,2019-01-10,16:42:00,Ewallet,153.86,4.761904762,7.693,5.1,161.55300000000003
152089985,Cairo,Mandalay,Member,Female,Health and beauty,64.36,9,28.962,608.202,2019-03-12,12:09:00,Credit card,579.24,4.761904762,28.962,8.6,608.202
512910811,Giza,Naypyitaw,Member,Female,Health and beauty,89.75,1,4.4875,94.2375,2019-02-06,20:05:00,Credit card,89.75,4.761904762,4.4875,6.6,94.2375
594344444,Alex,Yangon,Member,Female,Electronic accessories,97.16,1,4.858,102.018,2019-03-08,20:38:00,Ewallet,97.16,4.761904762,4.858,7.2,102.018
766857061,Cairo,Mandalay,Member,Female,Health and beauty,87.87,10,43.935,922.635,2019-03-29,10:25:00,Ewallet,878.7,4.761904762,43.935,5.1,922.635
871399221,Giza,Naypyitaw,Member,Female,Electronic accessories,12.45,6,3.735,78.435,2019-02-09,13:11:00,Cash,74.7,4.761904762,3.735,4.1,78.43499999999999
865926136,Alex,Yangon,Member,Female,Food and beverages,52.75,3,7.9125,166.1625,2019-03-23,10:16:00,Ewallet,158.25,4.761904762,7.9125,9.3,166.1625
733019107,Cairo,Mandalay,Member,Female,Home and lifestyle,82.7,6,24.81,521.01,2019-03-05,18:14:00,Cash,496.2,4.761904762,24.81,7.4,521.01
163567055,Giza,Naypyitaw,Member,Female,Fashion accessories,48.71,1,2.4355,51.1455,2019-03-26,19:20:00,Cash,48.71,4.761904762,2.4355,4.1,51.1455
189982939,Giza,Naypyitaw,Member,Female,Fashion accessories,78.55,9,35.3475,742.2975,2019-03-01,13:22:00,Cash,706.95,4.761904762,35.3475,7.2,742.2974999999999
551213069,Giza,Naypyitaw,Member,Female,Electronic accessories,23.07,9,10.3815,218.0115,2019-02-01,11:27:00,Cash,207.63,4.761904762,10.3815,4.9,218.01149999999998
212621842,Alex,Yangon,Member,Female,Food and beverages,58.26,6,17.478,367.038,2019-03-28,16:44:00,Cash,349.56,4.761904762,17.478,9.9,367.038
716391409,Cairo,Mandalay,Member,Female,Health and beauty,30.35,7,10.6225,223.0725,2019-03-19,18:19:00,Cash,212.45,4.761904762,10.6225,8.0,223.07250000000002
704483927,Alex,Yangon,Member,Female,Electronic accessories,88.67,10,44.335,931.035,2019-01-12,14:50:00,Ewallet,886.7,4.761904762,44.335,7.3,931.0350000000001
628343388,Giza,Naypyitaw,Member,Female,Fashion accessories,27.38,6,8.214,172.494,2019-01-05,20:54:00,Credit card,164.28,4.761904762,8.214,7.9,172.494
630745166,Alex,Yangon,Member,Female,Sports and travel,62.13,6,18.639,391.419,2019-03-22,20:19:00,Cash,372.78,4.761904762,18.639,7.4,391.41900000000004
588017461,Giza,Naypyitaw,Member,Female,Food and beverages,33.98,9,15.291,321.111,2019-03-24,10:43:00,Cash,305.82,4.761904762,15.291,4.2,321.111
861770145,Giza,Naypyitaw,Member,Female,Electronic accessories,81.97,10,40.985,860.685,2019-03-03,14:30:00,Cash,819.7,4.761904762,40.985,9.2,860.6850000000001
479268945,Cairo,Mandalay,Member,Female,Sports and travel,16.49,2,1.649,34.629,2019-02-05,11:32:00,Ewallet,32.98,4.761904762,1.649,4.6,34.629
210675886,Giza,Naypyitaw,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,2019-02-05,10:41:00,Credit card,294.63,4.761904762,14.7315,7.8,309.3615
227781148,Cairo,Mandalay,Member,Female,Fashion accessories,72.84,7,25.494,535.374,2019-02-15,12:44:00,Cash,509.88,4.761904762,25.494,8.4,535.374
645441170,Alex,Yangon,Member,Female,Home and lifestyle,58.07,9,26.1315,548.7615,2019-01-19,20:07:00,Ewallet,522.63,4.761904762,26.1315,4.3,548.7615
237016122,Giza,Naypyitaw,Member,Female,Home and lifestyle,80.79,9,36.3555,763.4655,2019-02-01,20:31:00,Credit card,727.11,4.761904762,36.3555,9.5,763.4655
225981496,Giza,Naypyitaw,Member,Female,Fashion accessories,27.02,3,4.053,85.113,2019-03-02,13:01:00,Credit card,81.06,4.761904762,4.053,7.1,85.113
291321427,Cairo,Mandalay,Member,Female,Fashion accessories,21.94,5,5.485,115.185,2019-03-05,12:29:00,Ewallet,109.7,4.761904762,5.485,5.3,115.185
659658956,Cairo,Mandalay,Member,Female,Fashion accessories,51.36,1,2.568,53.928,2019-01-16,15:26:00,Ewallet,51.36,4.761904762,2.568,5.2,53.928
642322990,Alex,Yangon,Member,Female,Food and beverages,10.96,10,5.48,115.08,2019-02-02,20:48:00,Ewallet,109.6,4.761904762,5.48,6.0,115.08000000000001
378242715,Cairo,Mandalay,Member,Female,Home and lifestyle,53.44,2,5.344,112.224,2019-01-20,20:38:00,Ewallet,106.88,4.761904762,5.344,4.1,112.22399999999999
638607125,Alex,Yangon,Member,Female,Electronic accessories,99.56,8,39.824,836.304,2019-02-14,17:03:00,Credit card,796.48,4.761904762,39.824,5.2,836.304
659361684,Giza,Naypyitaw,Member,Female,Sports and travel,57.12,7,19.992,419.832,2019-01-12,12:02:00,Credit card,399.84,4.761904762,19.992,6.5,419.832
219229386,Cairo,Mandalay,Member,Female,Sports and travel,99.96,9,44.982,944.622,2019-03-09,17:26:00,Credit card,899.64,4.761904762,44.982,4.2,944.622
336782147,Giza,Naypyitaw,Member,Female,Home and lifestyle,63.91,8,25.564,536.844,2019-03-13,19:52:00,Credit card,511.28,4.761904762,25.564,4.6,536.8439999999999
268276179,Cairo,Mandalay,Member,Female,Fashion accessories,56.47,8,22.588,474.348,2019-03-09,14:57:00,Ewallet,451.76,4.761904762,22.588,7.3,474.348
668908900,Alex,Yangon,Member,Female,Home and lifestyle,93.69,7,32.7915,688.6215,2019-03-10,18:44:00,Credit card,655.83,4.761904762,32.7915,4.5,688.6215
870543162,Alex,Yangon,Member,Female,Sports and travel,32.25,5,8.0625,169.3125,2019-01-27,13:26:00,Cash,161.25,4.761904762,8.0625,9.0,169.3125
189089157,Giza,Naypyitaw,Member,Female,Fashion accessories,31.73,9,14.2785,299.8485,2019-01-08,16:17:00,Credit card,285.57,4.761904762,14.2785,5.9,299.8485
663869076,Giza,Naypyitaw,Member,Female,Food and beverages,68.54,8,27.416,575.736,2019-01-08,15:57:00,Ewallet,548.32,4.761904762,27.416,8.5,575.7360000000001
549847482,Cairo,Mandalay,Member,Female,Sports and travel,90.28,9,40.626,853.146,2019-02-08,11:15:00,Ewallet,812.52,4.761904762,40.626,7.2,853.146
191106171,Cairo,Mandalay,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,2019-01-25,13:18:00,Cash,277.34,4.761904762,13.867,7.5,291.207
802705316,Alex,Yangon,Member,Female,Sports and travel,92.13,6,27.639,580.419,2019-03-06,20:34:00,Cash,552.78,4.761904762,27.639,8.3,580.419
695510018,Cairo,Mandalay,Normal,Female,Sports and travel,34.84,4,6.968,146.328,2019-02-10,18:36:00,Cash,139.36,4.761904762,6.968,7.4,146.328
590834591,Cairo,Mandalay,Member,Female,Electronic accessories,87.45,6,26.235,550.935,2019-02-17,14:40:00,Credit card,524.7,4.761904762,26.235,8.8,550.9350000000001
483711164,Giza,Naypyitaw,Normal,Female,Health and beauty,81.3,6,24.39,512.19,2019-03-08,16:43:00,Ewallet,487.8,4.761904762,24.39,5.3,512.1899999999999
597787908,Giza,Naypyitaw,Normal,Female,Fashion accessories,90.22,3,13.533,284.193,2019-02-18,19:39:00,Cash,270.66,4.761904762,13.533,6.2,284.193
700811757,Alex,Yangon,Normal,Female,Electronic accessories,26.31,5,6.5775,138.1275,2019-01-18,20:59:00,Credit card,131.55,4.761904762,6.5775,8.8,138.12749999999997
354395160,Alex,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,2019-02-18,15:39:00,Cash,206.52,4.761904762,10.326,9.8,216.846
241729525,Cairo,Mandalay,Normal,Female,Sports and travel,51.91,10,25.955,545.055,2019-02-16,12:21:00,Cash,519.1,4.761904762,25.955,8.2,545.055
575308091,Alex,Yangon,Normal,Female,Sports and travel,72.5,8,29.0,609.0,2019-03-16,19:25:00,Ewallet,580.0,4.761904762,29.0,9.2,609.0
731819469,Giza,Naypyitaw,Member,Female,Sports and travel,89.8,10,44.9,942.9,2019-01-23,13:00:00,Credit card,898.0,4.761904762,44.9,5.4,942.9
280174359,Giza,Naypyitaw,Member,Male,Health and beauty,90.5,10,45.25,950.25,2019-01-25,13:48:00,Cash,905.0,4.761904762,45.25,8.1,950.25
338652210,Giza,Naypyitaw,Member,Female,Health and beauty,68.6,10,34.3,720.3,2019-02-05,19:57:00,Cash,686.0,4.761904762,34.3,9.1,720.3
488254221,Giza,Naypyitaw,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,2019-02-22,10:36:00,Credit card,30.41,4.761904762,1.5205,8.4,31.9305
239107476,Alex,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.385,491.085,2019-01-21,16:37:00,Ewallet,467.7,4.761904762,23.385,8.0,491.08500000000004
458411477,Giza,Naypyitaw,Normal,Female,Health and beauty,46.26,6,13.878,291.438,2019-03-08,17:11:00,Credit card,277.56,4.761904762,13.878,9.5,291.438
685641609,Alex,Yangon,Member,Female,Fashion accessories,30.14,10,15.07,316.47,2019-02-10,12:28:00,Ewallet,301.4,4.761904762,15.07,9.2,316.46999999999997
568905112,Giza,Naypyitaw,Normal,Male,Health and beauty,66.14,4,13.228,277.788,2019-03-19,12:46:00,Credit card,264.56,4.761904762,13.228,5.6,277.788
262472794,Cairo,Mandalay,Member,Male,Home and lifestyle,71.86,8,28.744,603.624,2019-03-06,15:07:00,Credit card,574.88,4.761904762,28.744,6.2,603.624
238490436,Alex,Yangon,Normal,Male,Health and beauty,32.46,8,12.984,272.664,2019-03-27,13:48:00,Credit card,259.68,4.761904762,12.984,4.9,272.664
608963517,Cairo,Mandalay,Member,Female,Fashion accessories,91.54,4,18.308,384.468,2019-03-23,19:20:00,Credit card,366.16,4.761904762,18.308,4.8,384.468
584867256,Giza,Naypyitaw,Member,Male,Sports and travel,34.56,7,12.096,254.016,2019-03-11,16:07:00,Credit card,241.92,4.761904762,12.096,7.3,254.01600000000002
746940204,Alex,Yangon,Normal,Male,Fashion accessories,83.24,9,37.458,786.618,2019-01-29,11:56:00,Credit card,749.16,4.761904762,37.458,7.4,786.6179999999999
214176927,Giza,Naypyitaw,Normal,Female,Food and beverages,16.48,6,4.944,103.824,2019-02-07,18:23:00,Ewallet,98.88,4.761904762,4.944,9.9,103.824
400894171,Giza,Naypyitaw,Normal,Female,Sports and travel,80.97,8,32.388,680.148,2019-01-28,13:05:00,Cash,647.76,4.761904762,32.388,9.3,680.148
782959291,Alex,Yangon,Member,Male,Food and beverages,92.29,5,23.0725,484.5225,2019-02-20,15:55:00,Credit card,461.45,4.761904762,23.0725,9.0,484.52250000000004
279742924,Cairo,Mandalay,Member,Male,Electronic accessories,72.17,1,3.6085,75.7785,2019-01-04,19:40:00,Cash,72.17,4.761904762,3.6085,6.1,75.77850000000001
307852293,Cairo,Mandalay,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,2019-03-07,13:58:00,Ewallet,251.4,4.761904762,12.57,9.7,263.97
743041105,Cairo,Mandalay,Member,Male,Health and beauty,97.22,9,43.749,918.729,2019-03-30,14:43:00,Ewallet,874.98,4.761904762,43.749,6.0,918.729
423572993,Cairo,Mandalay,Normal,Male,Sports and travel,93.39,6,28.017,588.357,2019-03-27,19:18:00,Ewallet,560.34,4.761904762,28.017,10.0,588.3570000000001
894415205,Giza,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.272,362.712,2019-01-19,19:39:00,Credit card,345.44,4.761904762,17.272,8.3,362.712
275280149,Alex,Yangon,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,2019-02-25,16:21:00,Cash,63.69,4.761904762,3.1845,6.0,66.8745
101176199,Alex,Yangon,Normal,Male,Food and beverages,45.79,7,16.0265,336.5565,2019-03-13,19:44:00,Credit card,320.53,4.761904762,16.0265,7.0,336.55649999999997
